asin,product_title,product_price,product_original_price,product_star_rating,product_num_ratings,is_amazon_choice,is_best_seller,sales_volume,discount,brand,product_url,date,week
B000QRAXSG,"Combat Max Roach Killing Gel for Indoor and Outdoor Use, 1 Syringe, 2.1 Ounce (Pack of 1)",9.67,,4.3,26566,TRUE,FALSE,10K+ bought in past month,3.16,Combat,https://www.amazon.com/dp/B000QRAXSG,2025-08-30,35
B000QRAXSG,"Combat Max Roach Killing Gel for Indoor and Outdoor Use, 1 Syringe, 2.1 Ounce (Pack of 1)",9.63,,4.3,26566,TRUE,FALSE,10K+ bought in past month,2.37,Combat,https://www.amazon.com/dp/B000QRAXSG,2025-08-31,35
B000QRAXSG,"Combat Max Roach Killing Gel for Indoor and Outdoor Use, 1 Syringe, 2.1 Ounce (Pack of 1)",9.95,,4.3,26593,TRUE,FALSE,10K+ bought in past month,,Combat,https://www.amazon.com/dp/B000QRAXSG,2025-09-01,36
B000QRAXSG,"Combat Max Roach Killing Gel for Indoor and Outdoor Use, 1 Syringe, 2.1 Ounce (Pack of 1)",10,,4.3,26595,TRUE,FALSE,10K+ bought in past month,7.37,Combat,https://www.amazon.com/dp/B000QRAXSG,2025-09-02,36
B000QRAXSG,"Combat Max Roach Killing Gel for Indoor and Outdoor Use, 1 Syringe, 2.1 Ounce (Pack of 1)",10.06,,4.3,26606,TRUE,FALSE,10K+ bought in past month,6.87,Combat,https://www.amazon.com/dp/B000QRAXSG,2025-09-03,36
B000QRAXSG,"Combat Max Roach Killing Gel for Indoor and Outdoor Use, 1 Syringe, 2.1 Ounce (Pack of 1)",9.33,,4.3,26626,TRUE,FALSE,10K+ bought in past month,13.62,Combat,https://www.amazon.com/dp/B000QRAXSG,2025-09-04,36
B000QRAXSG,"Combat Max Roach Killing Gel for Indoor and Outdoor Use, 1 Syringe, 2.1 Ounce (Pack of 1)",8.61,,4.3,26629,TRUE,FALSE,10K+ bought in past month,20.29,Combat,https://www.amazon.com/dp/B000QRAXSG,2025-09-05,36
B000QRAXSG,"Combat Max Roach Killing Gel for Indoor and Outdoor Use, 1 Syringe, 2.1 Ounce (Pack of 1)",8.58,,4.3,26635,TRUE,FALSE,10K+ bought in past month,20.59,Combat,https://www.amazon.com/dp/B000QRAXSG,2025-09-06,36
B000QRAXSG,"Combat Max Roach Killing Gel for Indoor and Outdoor Use, 1 Syringe, 2.1 Ounce (Pack of 1)",8.6,,4.3,26657,TRUE,FALSE,10K+ bought in past month,20.35,Combat,https://www.amazon.com/dp/B000QRAXSG,2025-09-07,36
B000QRAXSG,"Combat Max Roach Killing Gel for Indoor and Outdoor Use, 1 Syringe, 2.1 Ounce (Pack of 1)",7.51,,4.3,26683,TRUE,FALSE,10K+ bought in past month,30.47,Combat,https://www.amazon.com/dp/B000QRAXSG,2025-09-08,37
B006AU57W0,Vendetta Roach Gel Bait Insecticide - 4 Tubes x 30gms MGK1003,31.86,,4.6,5888,TRUE,FALSE,3K+ bought in past month,,Valentino,https://www.amazon.com/dp/B006AU57W0,2025-08-19,34
B006AU57W0,Vendetta Roach Gel Bait Insecticide - 4 Tubes x 30gms MGK1003,27.17,,4.6,5888,TRUE,FALSE,3K+ bought in past month,14.73,Valentino,https://www.amazon.com/dp/B006AU57W0,2025-08-20,34
B006AU57W0,Vendetta Roach Gel Bait Insecticide - 4 Tubes x 30gms MGK1003,26.59,,4.6,5904,TRUE,FALSE,3K+ bought in past month,16.55,Valentino,https://www.amazon.com/dp/B006AU57W0,2025-08-21,34
B006AU57W0,Vendetta Roach Gel Bait Insecticide - 4 Tubes x 30gms MGK1003,26.24,,4.6,5917,TRUE,FALSE,3K+ bought in past month,17.64,Valentino,https://www.amazon.com/dp/B006AU57W0,2025-08-22,34
B006AU57W0,Vendetta Roach Gel Bait Insecticide - 4 Tubes x 30gms MGK1003,26.75,,4.6,5920,TRUE,FALSE,3K+ bought in past month,16.03,Valentino,https://www.amazon.com/dp/B006AU57W0,2025-08-23,34
B006AU57W0,Vendetta Roach Gel Bait Insecticide - 4 Tubes x 30gms MGK1003,26.83,,4.6,5929,TRUE,FALSE,3K+ bought in past month,15.79,Valentino,https://www.amazon.com/dp/B006AU57W0,2025-08-24,34
B006AU57W0,Vendetta Roach Gel Bait Insecticide - 4 Tubes x 30gms MGK1003,27.09,,4.6,5931,TRUE,FALSE,3K+ bought in past month,14.96,Valentino,https://www.amazon.com/dp/B006AU57W0,2025-08-25,35
B006AU57W0,Vendetta Roach Gel Bait Insecticide - 4 Tubes x 30gms MGK1003,25.79,,4.6,5933,TRUE,FALSE,3K+ bought in past month,19.05,Valentino,https://www.amazon.com/dp/B006AU57W0,2025-08-26,35
B006AU57W0,Vendetta Roach Gel Bait Insecticide - 4 Tubes x 30gms MGK1003,26.06,,4.6,5946,TRUE,FALSE,3K+ bought in past month,18.19,Valentino,https://www.amazon.com/dp/B006AU57W0,2025-08-27,35
B006AU57W0,Vendetta Roach Gel Bait Insecticide - 4 Tubes x 30gms MGK1003,25.98,,4.6,5968,TRUE,FALSE,3K+ bought in past month,18.45,Valentino,https://www.amazon.com/dp/B006AU57W0,2025-08-28,35
B006AU57W0,Vendetta Roach Gel Bait Insecticide - 4 Tubes x 30gms MGK1003,26.18,,4.6,5969,TRUE,FALSE,3K+ bought in past month,17.83,Valentino,https://www.amazon.com/dp/B006AU57W0,2025-08-29,35
B006AU57W0,Vendetta Roach Gel Bait Insecticide - 4 Tubes x 30gms MGK1003,25.96,,4.6,5998,TRUE,FALSE,3K+ bought in past month,18.5,Valentino,https://www.amazon.com/dp/B006AU57W0,2025-08-30,35
B006AU57W0,Vendetta Roach Gel Bait Insecticide - 4 Tubes x 30gms MGK1003,26.02,,4.6,6027,TRUE,FALSE,3K+ bought in past month,18.33,Valentino,https://www.amazon.com/dp/B006AU57W0,2025-08-31,35
B006AU57W0,Vendetta Roach Gel Bait Insecticide - 4 Tubes x 30gms MGK1003,26.31,,4.6,6045,TRUE,FALSE,3K+ bought in past month,17.41,Valentino,https://www.amazon.com/dp/B006AU57W0,2025-09-01,36
B006AU57W0,Vendetta Roach Gel Bait Insecticide - 4 Tubes x 30gms MGK1003,26.6,,4.6,6058,TRUE,FALSE,3K+ bought in past month,16.5,Valentino,https://www.amazon.com/dp/B006AU57W0,2025-09-02,36
B006AU57W0,Vendetta Roach Gel Bait Insecticide - 4 Tubes x 30gms MGK1003,26.42,,4.6,6068,TRUE,FALSE,3K+ bought in past month,17.08,Valentino,https://www.amazon.com/dp/B006AU57W0,2025-09-03,36
B006AU57W0,Vendetta Roach Gel Bait Insecticide - 4 Tubes x 30gms MGK1003,26.78,,4.6,6073,TRUE,FALSE,3K+ bought in past month,15.93,Valentino,https://www.amazon.com/dp/B006AU57W0,2025-09-04,36
B006AU57W0,Vendetta Roach Gel Bait Insecticide - 4 Tubes x 30gms MGK1003,25.31,,4.6,6078,TRUE,FALSE,3K+ bought in past month,20.54,Valentino,https://www.amazon.com/dp/B006AU57W0,2025-09-05,36
B006AU57W0,Vendetta Roach Gel Bait Insecticide - 4 Tubes x 30gms MGK1003,25.39,,4.6,6098,TRUE,FALSE,3K+ bought in past month,20.3,Valentino,https://www.amazon.com/dp/B006AU57W0,2025-09-06,36
B006AU57W0,Vendetta Roach Gel Bait Insecticide - 4 Tubes x 30gms MGK1003,24.25,,4.6,6116,TRUE,FALSE,3K+ bought in past month,23.87,Valentino,https://www.amazon.com/dp/B006AU57W0,2025-09-07,36
B006AU57W0,Vendetta Roach Gel Bait Insecticide - 4 Tubes x 30gms MGK1003,21.06,,4.6,6123,TRUE,FALSE,3K+ bought in past month,33.89,Valentino,https://www.amazon.com/dp/B006AU57W0,2025-09-08,37
B00730QW70,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 4 Plunger and 4 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",26.5,35,4.6,66263,TRUE,FALSE,30K+ bought in past month,24.28,Advion,https://www.amazon.com/dp/B00730QW70,2025-08-19,34
B00730QW70,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 4 Plunger and 4 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",25.93,35,4.6,66283,TRUE,FALSE,30K+ bought in past month,25.91,Advion,https://www.amazon.com/dp/B00730QW70,2025-08-20,34
B00730QW70,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 4 Plunger and 4 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",25.71,35,4.6,66299,TRUE,FALSE,30K+ bought in past month,26.56,Advion,https://www.amazon.com/dp/B00730QW70,2025-08-21,34
B00730QW70,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 4 Plunger and 4 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",21.52,35,4.6,66328,TRUE,FALSE,30K+ bought in past month,38.51,Advion,https://www.amazon.com/dp/B00730QW70,2025-08-22,34
B00730QW70,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 4 Plunger and 4 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",21.57,35,4.6,66348,TRUE,FALSE,30K+ bought in past month,38.38,Advion,https://www.amazon.com/dp/B00730QW70,2025-08-23,34
B00730QW70,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 4 Plunger and 4 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",21.44,35,4.6,66373,TRUE,FALSE,30K+ bought in past month,38.75,Advion,https://www.amazon.com/dp/B00730QW70,2025-08-24,34
B00730QW70,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 4 Plunger and 4 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",21.3,35,4.6,66387,TRUE,FALSE,30K+ bought in past month,39.15,Advion,https://www.amazon.com/dp/B00730QW70,2025-08-25,35
B00730QW70,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 4 Plunger and 4 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",21.08,35,4.6,66416,TRUE,FALSE,30K+ bought in past month,39.77,Advion,https://www.amazon.com/dp/B00730QW70,2025-08-26,35
B00730QW70,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 4 Plunger and 4 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",21.68,35,4.6,66431,TRUE,FALSE,30K+ bought in past month,38.05,Advion,https://www.amazon.com/dp/B00730QW70,2025-08-27,35
B00730QW70,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 4 Plunger and 4 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",21.96,35,4.6,66451,TRUE,FALSE,30K+ bought in past month,37.26,Advion,https://www.amazon.com/dp/B00730QW70,2025-08-28,35
B00730QW70,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 4 Plunger and 4 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",21.61,35,4.6,66459,TRUE,FALSE,30K+ bought in past month,38.26,Advion,https://www.amazon.com/dp/B00730QW70,2025-08-29,35
B00730QW70,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 4 Plunger and 4 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",19.48,35,4.6,66466,TRUE,FALSE,30K+ bought in past month,44.33,Advion,https://www.amazon.com/dp/B00730QW70,2025-08-30,35
B00730QW70,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 4 Plunger and 4 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",19.79,35,4.6,66472,TRUE,FALSE,30K+ bought in past month,43.47,Advion,https://www.amazon.com/dp/B00730QW70,2025-08-31,35
B00730QW70,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 4 Plunger and 4 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",18.25,35,4.6,66476,TRUE,FALSE,30K+ bought in past month,47.87,Advion,https://www.amazon.com/dp/B00730QW70,2025-09-01,36
B00730QW70,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 4 Plunger and 4 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",18.58,35,4.6,66476,TRUE,FALSE,30K+ bought in past month,46.9,Advion,https://www.amazon.com/dp/B00730QW70,2025-09-02,36
B00730QW70,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 4 Plunger and 4 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",18.34,35.74,4.6,66501,TRUE,FALSE,30K+ bought in past month,48.69,Advion,https://www.amazon.com/dp/B00730QW70,2025-09-03,36
B00730QW70,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 4 Plunger and 4 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",18.29,35.74,4.6,66513,TRUE,FALSE,30K+ bought in past month,48.81,Advion,https://www.amazon.com/dp/B00730QW70,2025-09-04,36
B00730QW70,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 4 Plunger and 4 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",18.07,35.74,4.6,66531,TRUE,FALSE,30K+ bought in past month,49.43,Advion,https://www.amazon.com/dp/B00730QW70,2025-09-05,36
B00730QW70,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 4 Plunger and 4 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",18.34,35.74,4.6,66558,TRUE,FALSE,30K+ bought in past month,48.69,Advion,https://www.amazon.com/dp/B00730QW70,2025-09-06,36
B00730QW70,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 4 Plunger and 4 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",18.49,35.74,4.6,66582,TRUE,FALSE,30K+ bought in past month,48.27,Advion,https://www.amazon.com/dp/B00730QW70,2025-09-07,36
B00730QW70,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 4 Plunger and 4 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",16.87,35.74,4.6,66593,TRUE,FALSE,30K+ bought in past month,52.78,Advion,https://www.amazon.com/dp/B00730QW70,2025-09-08,37
B0148W0WOE,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",25.26,35,4.6,53102,TRUE,FALSE,70K+ bought in past month,27.84,Syngenta,https://www.amazon.com/dp/B0148W0WOE,2025-08-19,34
B0148W0WOE,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",22.36,35,4.6,53117,TRUE,FALSE,70K+ bought in past month,36.12,Syngenta,https://www.amazon.com/dp/B0148W0WOE,2025-08-20,34
B0148W0WOE,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",21.98,35,4.6,53140,TRUE,FALSE,70K+ bought in past month,37.2,Syngenta,https://www.amazon.com/dp/B0148W0WOE,2025-08-21,34
B0148W0WOE,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",22.01,35,4.6,53154,TRUE,FALSE,70K+ bought in past month,37.11,Syngenta,https://www.amazon.com/dp/B0148W0WOE,2025-08-22,34
B0148W0WOE,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",21.88,35,4.6,53159,TRUE,FALSE,70K+ bought in past month,37.5,Syngenta,https://www.amazon.com/dp/B0148W0WOE,2025-08-23,34
B0148W0WOE,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",22.01,35,4.6,53173,TRUE,FALSE,70K+ bought in past month,37.11,Syngenta,https://www.amazon.com/dp/B0148W0WOE,2025-08-24,34
B0148W0WOE,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",22.42,35,4.6,53190,TRUE,FALSE,70K+ bought in past month,35.94,Syngenta,https://www.amazon.com/dp/B0148W0WOE,2025-08-25,35
B0148W0WOE,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",20.41,33.53,4.6,53196,TRUE,FALSE,70K+ bought in past month,39.13,Syngenta,https://www.amazon.com/dp/B0148W0WOE,2025-08-26,35
B0148W0WOE,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",20.5,34.1,4.6,53203,TRUE,FALSE,70K+ bought in past month,39.87,Syngenta,https://www.amazon.com/dp/B0148W0WOE,2025-08-27,35
B0148W0WOE,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",17.89,34.1,4.6,53210,TRUE,FALSE,70K+ bought in past month,47.52,Syngenta,https://www.amazon.com/dp/B0148W0WOE,2025-08-28,35
B0148W0WOE,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",17.96,34.1,4.6,53216,TRUE,FALSE,70K+ bought in past month,47.33,Syngenta,https://www.amazon.com/dp/B0148W0WOE,2025-08-29,35
B0148W0WOE,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",18.38,34.1,4.6,53243,TRUE,FALSE,70K+ bought in past month,46.09,Syngenta,https://www.amazon.com/dp/B0148W0WOE,2025-08-30,35
B0148W0WOE,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",17.22,34.1,4.6,53255,TRUE,FALSE,70K+ bought in past month,49.5,Syngenta,https://www.amazon.com/dp/B0148W0WOE,2025-08-31,35
B0148W0WOE,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",17.24,34.1,4.6,53273,TRUE,FALSE,70K+ bought in past month,49.44,Syngenta,https://www.amazon.com/dp/B0148W0WOE,2025-09-01,36
B0148W0WOE,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",17.12,34.1,4.6,53300,TRUE,FALSE,70K+ bought in past month,49.78,Syngenta,https://www.amazon.com/dp/B0148W0WOE,2025-09-02,36
B0148W0WOE,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",16.44,34.1,4.6,53325,TRUE,FALSE,70K+ bought in past month,51.79,Syngenta,https://www.amazon.com/dp/B0148W0WOE,2025-09-03,36
B0148W0WOE,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",16.35,34.1,4.6,53344,TRUE,FALSE,70K+ bought in past month,52.06,Syngenta,https://www.amazon.com/dp/B0148W0WOE,2025-09-04,36
B0148W0WOE,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",16.71,34.1,4.6,53347,TRUE,FALSE,70K+ bought in past month,51,Syngenta,https://www.amazon.com/dp/B0148W0WOE,2025-09-05,36
B0148W0WOE,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",16.4,34.1,4.6,53358,TRUE,FALSE,70K+ bought in past month,51.91,Syngenta,https://www.amazon.com/dp/B0148W0WOE,2025-09-06,36
B0148W0WOE,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",15.96,34.1,4.6,53387,TRUE,FALSE,70K+ bought in past month,53.2,Syngenta,https://www.amazon.com/dp/B0148W0WOE,2025-09-07,36
B0148W0WOE,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",16,34.1,4.6,53391,TRUE,FALSE,70K+ bought in past month,53.07,Syngenta,https://www.amazon.com/dp/B0148W0WOE,2025-09-08,37
B07XRSC5WZ,"Advion Ant Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, Effective Ant Bait, Formulated with 0.05% Indoxacarb, Indoor and Outdoor Use, Ant Killer Gel for Control of Most Major Ant Species",39.6,44.48,4.6,2993,TRUE,FALSE,2K+ bought in past month,10.97,Syngenta,https://www.amazon.com/dp/B07XRSC5WZ,2025-08-19,34
B07XRSC5WZ,"Advion Ant Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, Effective Ant Bait, Formulated with 0.05% Indoxacarb, Indoor and Outdoor Use, Ant Killer Gel for Control of Most Major Ant Species",40.48,44.48,4.6,2996,TRUE,FALSE,2K+ bought in past month,9,Syngenta,https://www.amazon.com/dp/B07XRSC5WZ,2025-08-20,34
B07XRSC5WZ,"Advion Ant Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, Effective Ant Bait, Formulated with 0.05% Indoxacarb, Indoor and Outdoor Use, Ant Killer Gel for Control of Most Major Ant Species",40.92,44.48,4.6,3021,TRUE,FALSE,2K+ bought in past month,8,Syngenta,https://www.amazon.com/dp/B07XRSC5WZ,2025-08-21,34
B07XRSC5WZ,"Advion Ant Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, Effective Ant Bait, Formulated with 0.05% Indoxacarb, Indoor and Outdoor Use, Ant Killer Gel for Control of Most Major Ant Species",36.16,44.48,4.6,3025,TRUE,FALSE,2K+ bought in past month,18.71,Syngenta,https://www.amazon.com/dp/B07XRSC5WZ,2025-08-22,34
B07XRSC5WZ,"Advion Ant Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, Effective Ant Bait, Formulated with 0.05% Indoxacarb, Indoor and Outdoor Use, Ant Killer Gel for Control of Most Major Ant Species",35.78,44.48,4.6,3046,TRUE,FALSE,2K+ bought in past month,19.57,Syngenta,https://www.amazon.com/dp/B07XRSC5WZ,2025-08-23,34
